author,comment_count,id,is_kongu_related,is_palladam_related,like_count,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,parent_id,parties_mentioned,platform,reaction_count,region,reply_count,retweet_count,source,text,timestamp,title,type,url,view_count
karthick karthickjj81 · 9h,,2038601151634178142,False,,,positive,0.6035,0.9302,,"dmk,admk",twitter,,unknown,,,scrapy_twitter_auth,It will benefit entire  kongu  for admk also..Momentum building,2026-03-30T21:58:52.044919,,post,https://twitter.com/karthickjj81/status/2038601151634178142,
karthick karthickjj81 · 8h,,2038616407714443573,False,,,positive,0.5353,0.9302,,"dmk,admk",twitter,,chennai,,,scrapy_twitter_auth,Will help Admk a lot in  kongu  and chennai..,2026-03-30T21:58:52.043918,,post,https://twitter.com/karthickjj81/status/2038616407714443573,
tamilan in business Dheerangounder1 · 6h,,2038635417403375753,False,,,neutral,0.4917,0.9302,,"dmk,admk",twitter,,chennai,,,scrapy_twitter_auth,All these are chennai and delta regions right. Here it self neck to neck means north  south and  Kongu  will be admk lead,2026-03-30T21:58:52.042919,,post,https://twitter.com/Dheerangounder1/status/2038635417403375753,
Mr Kongu MrKonguverse · 5h,,2038654227959218491,False,,,neutral,0.804,1.3953,,"dmk,admk,tvk",twitter,,tamil_nadu_general,,,scrapy_twitter_auth,CNN News 18 – Vote Vibe Tamil Nadu Opinion poll (as on date) / week before  ADMK+ is surging week by week   DMK+: 39% | (104-114) / 113 -123 ADMK+: 40% | (115-125) / 106 - 116 TVK: 13% | (2-8) / 2-8 NTK: 4% Others: 5%,2026-03-30T21:58:52.030141,,post,https://twitter.com/MrKonguverse/status/2038654227959218491,
The Salem New TheSalemNew · Mar 29,,2038269618826150323,True,,,neutral,0.6886,0.9302,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"DMK  Election Manifesto 2026:  Bio CNG Plant in Salem    Bio CNG Plants will be established in  #Salem , Chennai, Coimbatore, Madurai, Tambaram, Erode, Trichy,  Tiruppur , Nellai, Tuticorin & Tanjore.   #Salem   #BioCNG",2026-03-30T21:59:22.564096,,post,https://twitter.com/TheSalemNew/status/2038269618826150323,
ANI ANI · Mar 29,,2038274643044577537,True,,,positive,0.5395,0.9302,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"#WATCH  | Coimbatore, Tamil Nadu |  DMK  cadres in large numbers welcomed the party candidates from the Coimbatore and  Tiruppur  regions for the upcoming state assembly elections.",2026-03-30T21:59:22.559820,,post,https://twitter.com/ANI/status/2038274643044577537,
MacroMatrix MacroMatrix1 · Mar 29,,2038304934161227834,True,,,positive,0.4137,2.3256,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,Tiruppur  north again tight contest NDA wins. TVK Gaining CPI youth votes favour NDA.   #TVKVijay‌HQ   #NDA   #DMK   #admk2026   #BJP,2026-03-30T21:59:22.557754,,post,https://twitter.com/MacroMatrix1/status/2038304934161227834,
Tiruppur DMK DMKTiruppur · 16h,,2038492678988738902,True,,,neutral,0.6747,0.9302,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,முதலமைச்சரின் காலை உணவுத்திட்டம் எட்டாம் வகுப்பு வரை விரிவுபடுத்தப்படும்!!   #DMKManifesto2026   #VoteForDMK   #ஸ்டாலின்தொடரட்டும்,2026-03-30T21:59:22.552539,,post,https://twitter.com/DMKTiruppur/status/2038492678988738902,
venkateshbabu saratogatex · 15h,,2038500543061262727,True,,,negative,0.418,1.3953,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"@Tupkselvaraj   @arivalayam    @DMK4TN   @mkstalin   Why  Tiruppur  not Getting Big Library Like This Even Cuddalore Got This Library ,No Single Big Project For  #Tiruppur  Only For Madurai Salem Trichy ,This  DMK  Govt Ignoring    Tiruppur  always This Will Reflect In Coming Election.",2026-03-30T21:59:22.547845,,post,https://twitter.com/saratogatex/status/2038500543061262727,
Srivatsan Sridharan (Modi Ka Parivar) Srivatsan_91 · 14h,,2038519723273654287,True,,,negative,0.6894,1.8605,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"AIADMK has been winning in Pollachi,  Tiruppur  & Coimbatore from 2011. That's 15 years anti-incumbency with 10 years of AIADMK rule between 2011-2021. So Senthil Balaji was smart to move to Kovai South - Writing off  DMK  here is a wrong analysis & battle is on in this region.",2026-03-30T21:59:22.543353,,post,https://twitter.com/Srivatsan_91/status/2038519723273654287,
Tiruppur DMK DMKTiruppur · 14h,,2038522790916268356,True,,,neutral,0.6969,0.4651,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,வேட்புமனுவை தாக்கல் செய்தார் நம் கழகத் தலைவர்     #VoteForDMK,2026-03-30T21:59:22.542330,,post,https://twitter.com/DMKTiruppur/status/2038522790916268356,
venkateshbabu saratogatex · 14h,,2038524356163469326,True,,,negative,0.7522,0.9302,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,Current  DMK  manifesto Didn't Mention Big Announcement for  Tiruppur  as usual They Avoided Intentionally.,2026-03-30T21:59:22.536690,,post,https://twitter.com/saratogatex/status/2038524356163469326,
TVK Tiruppur TVKTiruppuroffl · 13h,,2038535226398478526,True,,,neutral,0.4273,2.3256,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,"Save this template   After 2026 election idhu  DMK ,AIADMK,NAAM TAMILAR Yarku suit aagum  #TVKVijay‌   #TVKVijay‌HQ   #TvkforTn   #electiondate   @Saattaidurai",2026-03-30T21:59:22.535642,,post,https://twitter.com/TVKTiruppuroffl/status/2038535226398478526,
Common Man thecommonmonk · 13h Srivatsan Sridharan (Modi Ka Parivar) Srivatsan_91 · 14h,,2038537071045034241,True,,,negative,0.4426,1.8605,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"Dei comali Since 2000 Coimbatore Pollachi,  Tiruppur  is and will continue to be the fort of  ADMK  in assembly elections ! Vanta anti incumbency punda incumbency nu  AIADMK has been winning in Pollachi, Tiruppur & Coimbatore from 2011. That's 15 years anti-incumbency with 10 years of AIADMK rule between 2011-2021. So Senthil Balaji was smart to move to Kovai South - Writing off DMK here is a wrong analysis & battle is on in this region.",2026-03-30T21:59:22.531683,,post,https://twitter.com/thecommonmonk/status/2038537071045034241,
Vijayaraj vijayaraj109 · Mar 29,,2038284541425824205,False,,,negative,0.6578,1.8605,,"dmk,admk,tvk",twitter,,unknown,,,scrapy_twitter_auth,Due bjp alliance many admk showing hesitant to vote admk they shifting to  tvk .. Annamalai exclusion reducing bjp core vote percentage.. Vijay cutting minority votes less due to non attacking bjp directly Muslims votes once again coming to dmk+ Dalit votes nd  kongu  fans cast  tvk,2026-03-30T21:58:59.050716,,post,https://twitter.com/vijayaraj109/status/2038284541425824205,
Doflamingo BilluKarthik__ · Mar 29,,2038279715950399519,False,,,negative,0.3991,0.9302,,"dmk,tvk",twitter,,unknown,,,scrapy_twitter_auth,Enakku nalla theriyum mams DMK la irukka  Kongu  jaathi kaaranunga mattum than moodittu iruppaanunga maththavanunga aadura aattatha paathathala than naa DMK ku support panren  TVK  la irukkavanga kooda jaathi veri la than irukkanunga  Kongu  nnu illa ella jaathikkaranugalum,2026-03-30T21:58:59.050716,,post,https://twitter.com/BilluKarthik__/status/2038279715950399519,
Harish M chnmharish · Mar 29,,2038302684248469723,False,,,neutral,0.477,1.8605,,"dmk,admk,tvk",twitter,,unknown,,,scrapy_twitter_auth,"So far, we have covered 23 seats across 3 districts in the  Kongu  belt.  #TVK  appears to be gaining strength, while  #DMK  &  #AIADMK  remain evenly matched overall.  #NTK  is showing mixed trends, with growth in some constituencies and a decline in others.  #SpickMedia   #IdamValam   #Survey",2026-03-30T21:58:59.049186,,post,https://twitter.com/chnmharish/status/2038302684248469723,
Karthic_TVK karthic_twitt · Mar 29,,2038300193674949013,False,,,neutral,0.5653,1.3953,,"dmk,admk,tvk",twitter,,chennai,,,scrapy_twitter_auth,Kongu  - ADMK strong   Chennai - DMK Strong   Tamilnadu All area -  #TVK  Strong,2026-03-30T21:58:59.049186,,post,https://twitter.com/karthic_twitt/status/2038300193674949013,
KPK Says researchrealist · Mar 29,,2038309510914396457,False,,,neutral,0.3899,0.9302,,"dmk,admk,tvk",twitter,,unknown,,,scrapy_twitter_auth,Chettiar vote Dmk Ku ... South and  Kongu  side Chettiars indha time Admk and  T VK Dhaan..,2026-03-30T21:58:59.048515,,post,https://twitter.com/researchrealist/status/2038309510914396457,
Mr Kongu MrKonguverse · 20h  Venkat ࿗  (Nationalist) libran_venkat · Mar 29,,2038426752536748436,False,,,neutral,0.4387,1.3953,,"dmk,admk,tvk",twitter,,unknown,,,scrapy_twitter_auth,"TVK  BJP IT wing head =   @dravidasishu There is one DMK one ADMK two PMK Then there is DBJP, ABJP, BJP, MBJP, NOTA BJP, Abstain BJP, NTK BJP, TVK BJP.......  Good going....",2026-03-30T21:58:59.047513,,post,https://twitter.com/MrKonguverse/status/2038426752536748436,
Singam mohanst7 · 22h,,2038395467466228015,False,,,negative,0.3704,1.8605,,"dmk,admk,tvk",twitter,,unknown,,,scrapy_twitter_auth,Dai Koduva..Emmala ..only AIADMK has to win in  Kongu  belt…no deposit for  TVK,2026-03-30T21:58:59.047513,,post,https://twitter.com/mohanst7/status/2038395467466228015,
𝓐𝓯𝓯𝓾   | World Diary  theworldfeed90 · Mar 30,,2038328078695317601,True,,,neutral,0.4828,0.4651,,tvk,twitter,,coimbatore,,,scrapy_twitter_auth,"Western Belt ( Kongu  Region) Coimbatore, Erode, Salem  Traditionally stronghold for others  TVK  here = direct challenge politics",2026-03-30T21:58:59.047513,,post,https://twitter.com/theworldfeed90/status/2038328078695317601,
Sakthivel Gounder SaktiGounder265 · 17h,,2038470966154789341,False,,,negative,0.8726,0.4651,,tvk,twitter,,unknown,,,scrapy_twitter_auth,"Unlikely.  TVK  has a negligible presence in  kongu , people are not dumb here",2026-03-30T21:58:59.046534,,post,https://twitter.com/SaktiGounder265/status/2038470966154789341,
Ravi Bala RavigBala · 20h,,2038429393828348060,False,,,neutral,0.4244,0.4651,,tvk,twitter,,chennai,,,scrapy_twitter_auth,Chennai region and Trichy region impact of  tvk  is going to be the story of 2026 . Except sengotaiyan are there any good candidates in  kongu  region for  tvk  ?  @sreeramjvc,2026-03-30T21:58:59.046534,,post,https://twitter.com/RavigBala/status/2038429393828348060,
Arjun Arjun85430 · 14h,,2038524573831082164,False,,,neutral,0.5698,0.4651,,tvk,twitter,,unknown,,,scrapy_twitter_auth,NDA need 6 extra seats in  Kongu (44 in 2021) and 20 extra in North(10) and another 10 extra in delta(6) and South(14) to win TN. But nothing is predictable coz of  TVK,2026-03-30T21:58:59.045521,,post,https://twitter.com/Arjun85430/status/2038524573831082164,
Whistle Tharun officialtharunn · 14h,,2038512324982825406,False,,,negative,0.3875,0.4651,,tvk,twitter,,unknown,,,scrapy_twitter_auth,Kongu  mandalatha  TVK  name la ezhuthi veingada,2026-03-30T21:58:59.045521,,post,https://twitter.com/officialtharunn/status/2038512324982825406,
Anand  anandkrish617 · 9h Tamil Gramsi TamilGramsci · 10h,,2038588629967421658,False,,,neutral,0.4757,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,"அவர் என்னமோ 365 நாளும் டில்லில இருக்குற மாதிரி. கட்சியை டில்லியில் இருந்தே நடத்தலாம். How many times he visited down south and  Kongu  belt to consolidate Arunthathiyar and DKV votes in his favour? How many times did he voice for STs? He has every resource and ruling govt in favor. திருமா அவர்கள் மீண்டும் மாநில அரசியலுக்கு வந்ததற்கு வாய்க்கு வந்ததை பேசுகிறார்கள்.  கடந்த இரண்டு வருடத்தில் தமிழகத்தின் அரசியல் போக்கு பெரிதும் மாறி இருக்கிறது.   அவருக்கு 60+ ஆகி விட்டது ,  அவர் கட்சியை வளர்க்க , இன்னும் மாநில அளவில் கட்சியை வலுப்படுத்த அவர் இங்கே இருக்க",2026-03-30T21:58:52.045919,,post,https://twitter.com/anandkrish617/status/2038588629967421658,
The Ruthless Monk vaspar78 · 8h,,2038607272213962800,False,,,positive,0.8744,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,"A gentleman from the place I grew up. There has always been a little extra measure of humanity in  Kongu  blood. God bless you, and may the years ahead unveil a beautiful new side of life for you.",2026-03-30T21:58:52.044919,,post,https://twitter.com/vaspar78/status/2038607272213962800,
Govind Rajan rajan_govi14516 · 8h,,2038606091286884518,False,,,negative,0.4069,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,Loosu appa nda alliance win pannadhey 30% seats than. Adhulla majoirty  kongu  and north sidela. Neenga enga irundhuda varinga,2026-03-30T21:58:52.044919,,post,https://twitter.com/rajan_govi14516/status/2038606091286884518,
Jarosław SYRKIEWICZ JSYRKIEWICZ · 9h,,2038598253403402450,False,,,negative,0.5191,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,"Żyjesz, czy zaś Cię z netu wywaliło? A może zjadły Cię lwy w tym (King-) Kongu ?",2026-03-30T21:58:52.044919,,post,https://twitter.com/JSYRKIEWICZ/status/2038598253403402450,
Ram vrpramprakash · 7h,,2038627201277702508,False,,,neutral,0.5861,0.4651,,dmk,twitter,,unknown,,,scrapy_twitter_auth,Most of these seats are traditionally DMK dominated. Wait for  kongu  and north TN results.,2026-03-30T21:58:52.043918,,post,https://twitter.com/vrpramprakash/status/2038627201277702508,
Mr Kongu MrKonguverse · 8h,,2038607630273524073,False,,,neutral,0.5588,0.4651,,dmk,twitter,,unknown,,,scrapy_twitter_auth,"MKJS - Jameel Stalin & Sabareesan is our dhurandhar, to be revealed by 2031",2026-03-30T21:58:52.043918,,post,https://twitter.com/MrKonguverse/status/2038607630273524073,
KONGU SleepingKongu · 6h,,2038639106591486391,False,,,neutral,0.5466,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,#NowPlaying  sister's noise - fripSide  ワシの青春そして目覚まし,2026-03-30T21:58:52.042919,,post,https://twitter.com/SleepingKongu/status/2038639106591486391,
Mr Kongu MrKonguverse · 5h,,2038659630088569012,False,,,positive,0.3669,0.0,,,twitter,,unknown,,,scrapy_twitter_auth,Arunachalaa...,2026-03-30T21:58:52.030141,,post,https://twitter.com/MrKonguverse/status/2038659630088569012,
PSNACET psnacetofficial · 6h,,2038646844847464612,True,,,positive,0.887,0.0,,,twitter,,erode,,,scrapy_twitter_auth,"We are excited to share that our II CSE–A students participated in the Paper Presentation event – E-HORYZON conducted at  Kongu  Engineering College, Erode, and delivered an impressive performance. With their innovative ideas, confident presentation, and strong teamwork",2026-03-30T21:58:52.030141,,post,https://twitter.com/psnacetofficial/status/2038646844847464612,
,,reels,,True,,,,,,,instagram,,tiruppur,,,scrapling_instagram,Instagram post about palladam,2026-03-31T03:06:31.791522,,post,https://www.instagram.com/reels/,
,,DKEpnk6PP-v,True,,,neutral,0.7836,0.4651,,,instagram,,tiruppur,,,scrapy_instagram,"5 likes, 0 comments - ganeshkongumatrimony on May 25, 2025: ""பதிவு எண் : GK5053 பெயர் : நர்மதா ஸ்ரீ. (வெளிநாடு) (V.V.I.P.) B.com (hon) MS(USA) வயது : 29 பிறந்த ஊர் : கோவை தொழில் : USA மாத வருமானம் : 1 கன்னி-ஹஸ்தம் சுத்த ஜாதகம் சொத்து விபரம் : நேரில் https://ganeshkongumatrimony.com/p/jrgep2   👇👇👇  #வெளிநாடுவரன் ( கொங்குவேளாளகவுண்டர் ) இலவசமாக பெற கீழே உள்ள லிங்கை கிளிக் செய்து  #whatssup #Announcement குழுவில் இணைந்து கொள்ளவும் 👇👇👇👇👇  https://bit.ly/3Sn1XYe  👆👆👆👆👆 🔗 தங்கள் ஜாதகம் பதிவு செய்ய https://bit.ly/3P7e76Y  🔖 Play Store App https://bit.ly/3B2R4lq  🟥டெலிகிராம் சேனல் link https://t.me/gkmatrimonytup 🟧facebookgroups https://www.facebook.com/groups/571614193026659 🟩Instagram https://www.instagram.com/ganeshkongumatrimony ⬛website - https://www.ganeshkongumatrimony.com 🟩Youtub - https://www.youtube.com/@ganeshkongumatrimony 🟪Facebook https://www.facebook.com/ganeshkongumatrimony 🔻Location #Googlemap https://bit.ly/3oFcGhw 🟨#Cell 9025382525  📩WhatsApp 6369962079 💧💧💧  #kongumatrimony #ganeshkongumatrimony #kongumatrimonytiruppur #tiruppurkongumatrimony #kongu #konguwedding #kongunadu #doctormatrimony #konguremarriage #konguvelagounder 🔸🔸🔸"".",2026-03-30T22:00:37.146518,,post,https://www.instagram.com/p/DKEpnk6PP-v/,
,,B-H0TNEJZ6V,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/B-H0TNEJZ6V/,
,,DVDkKhOj1zW,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DVDkKhOj1zW/,
,,DMQDgTEpveR,False,,,neutral,0.4619,0.0,,,instagram,,unknown,,,scrapy_instagram,"3,458 likes, 59 comments - kongu_pasanga_ponnunga on July 18, 2025: ""😆🏳️ ‎  ‎  ‎  ♡ ㅤ    ❍ㅤ     ⎙ㅤㅤ⌲  ˡᶦᵏᵉ  ᶜᵒᵐᵐᵉⁿᵗ  ˢᵃᵛᵉㅤˢʰᵃʳᵉ ‎  ‎  #konguculture #kongu #kongunadu #gounder #tamilmeme #kongusonthangal #konguyoungsters #tamilponnunga"".",2026-03-30T22:00:27.432018,,post,https://www.instagram.com/p/DMQDgTEpveR/,
,,DTBhgE0kwZF,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.161474,,post,https://www.instagram.com/p/DTBhgE0kwZF/,
,,DT2leg-ky3H,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DT2leg-ky3H/,
,,DVQ1DJsibgH,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.159933,,post,https://www.instagram.com/p/DVQ1DJsibgH/,
,,Ct6q7iMpgLS,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.161474,,post,https://www.instagram.com/p/Ct6q7iMpgLS/,
,,DMmySvVzWyU,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DMmySvVzWyU/,
,,C1FMFApJtrO,False,,,neutral,0.4509,0.0,,,instagram,,unknown,,,scrapy_instagram,"79K likes, 0 comments - third_eye_lenz on December 20, 2023: ""மங்கை வள்ளி கும்மி 100வது அரங்கேற்ற விழா ❤️🦚 . . #kongu #konguvellargounder #konguculture #kummi #vallikummi #mangaivallikummifamily❤️🦚 #nikonphotography #nikon #sonyphotography #sonyalpha #cannon #"".",2026-03-30T21:59:59.653302,,post,https://www.instagram.com/p/C1FMFApJtrO/,
,,DM63RM3vYpw,True,,,neutral,0.4074,0.0,,,instagram,,erode,,,scrapy_instagram,"33K likes, 343 comments - kongu_nadar_community on August 3, 2025: ""ஆடி 18❤️‍🔥 . . . . . .follow for more❤️‍🔥 . . . . . .#erode #vellode #kunalan  .#kongu #konguculture #kongunadu #tamil #kongutamil #trending #kongu #salem #salem #salem #tamilanda #kongunadarvamsam"".",2026-03-30T21:59:55.442510,,post,https://www.instagram.com/p/DM63RM3vYpw/,
,,DWIcmMskz-k,False,,,neutral,0.3852,0.0,,,instagram,,unknown,,,scrapy_instagram,"chandru1._ on March 20, 2026: ""It's been a year,miss you fam 🫶🏻🥹💎!! . . . . . . . . . #college  #collegelife  #friendship  #homies  #trending"".",2026-03-30T21:59:54.938702,,post,https://www.instagram.com/p/DWIcmMskz-k/,
,,DToyxBbEccU,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.158341,,post,https://www.instagram.com/p/DToyxBbEccU/,
,,DNayZc2y0bg,True,,,neutral,0.4739,0.0,,,instagram,,coimbatore,,,scrapy_instagram,"14K likes, 85 comments - journey_with_bharkavi on August 16, 2025: ""Kongu slang part 2❤️ . . . . . . #treandingreels #kongu  #coimbatore  #erode  #tamil"".",2026-03-30T21:59:37.595924,,post,https://www.instagram.com/p/DNayZc2y0bg/,
,,DRpOb7CASTR,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.158341,,post,https://www.instagram.com/p/DRpOb7CASTR/,
,,DTaI3LNk2Mo,False,,,neutral,0.4142,0.0,,,instagram,,unknown,,,scrapy_instagram,"11K likes, 95 comments - karalan._groups on January 12, 2026: ""கவுண்டர் 💚❤️🚩 @kvg_ram_07  @kongu_sukumar_  #karalan_groups  #instagood  #instamood  #dheeranchinnamalaigounder  #gounder"".",2026-03-30T21:59:30.078004,,post,https://www.instagram.com/p/DTaI3LNk2Mo/,
,,DSyd0U7k0dt,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DSyd0U7k0dt/,
,,DWXl1mqkvWN,False,,,neutral,0.5456,0.0,,,instagram,,unknown,,,scrapy_instagram,"1,373 likes, 9 comments - _kongu_army on March 26, 2026: ""கவுண்டன் 💚❤️.. . . .#kongu #kongunadu  #kongubloods🇵🇹 #konguarmy #trendingreels"".",2026-03-30T21:59:15.129791,,post,https://www.instagram.com/p/DWXl1mqkvWN/,
,,12d90be0f84ace3d,False,,,positive,0.3814,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"Congratulation DMK and its allies Congress, both Communists, MDMK, VCK , both Muslim leagues, Kongu party and others.  ""Thalapathy"" and Thalaivar Stalin' s DMK got 128 seats of 184 contested ( 50 by allies out of which they won 30 ). Total 158 out of 234. More than 2/3 majority.  Stalin led from front, accommodated every one who stood with him like rock since Patriarch Kalaignar expired. To Stalin's credit he led his party without bei…  See more",2026-03-30T21:59:38.948338,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,cef46906caf190f4,False,,,negative,0.6292,0.9302,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"They forget that Tamilnadu has 234 seats. They had won 136 seats in 2016 and now almost halved. That too ADMK was in power, had enormous money bags and above all all powerful Modiji and Amit Shah extending all out support, raiding rival DMK party's key people who were handling resources to at least partially…  See more",2026-03-30T21:59:38.948338,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,7fb714b0d7a97a43,False,,,positive,0.3577,0.9302,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"During pep talks with many of my good friends, I find them revel  declaring that ADMK alliance performed well winning 75 seats. They forget that Tamilnadu has 234 seats. They had won 136 seats in 2016 and now almost halved. That too ADMK was in power, had enormous money bags and above all all powerful Modiji and Amit Shah extending all out support, raiding rival DMK party's key people who were handling resources to at least partially…  See more",2026-03-30T21:59:38.946337,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,f2cd3d4a38e9e141,False,,,positive,0.8343,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"During pep talks with many of my good friends, I find them revel  declaring that ADMK alliance performed well winning 75 seats.",2026-03-30T21:59:38.947338,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,55082f230201e789,False,,,neutral,0.4039,0.0,,"dmk,admk",facebook,,tirunelveli,,,scrapy_facebook_search,As expected they are sweeping KONGU belt but what many didn't predict in Pre poll or exit polls is the performance of their alliance in North TN and South TN (Especially Tenkasi/ Tirunelveli),2026-03-30T21:59:38.942277,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,6e4f0ddb5d377497,False,,,positive,0.5968,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"Edapadi has proved his experience in Politics, announcing the reservation for the Predominant communities just before the elections has worked for them.…  See more",2026-03-30T21:59:38.942277,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,364ae593d9c7df05,False,,,positive,0.4091,0.9302,,"dmk,admk",facebook,,tirunelveli,,,scrapy_facebook_search,"#TNElections2021 ADMK+ getting above 80 itself is a great achievement without JAYALALITHA!! As expected they are sweeping KONGU belt but what many didn't predict in Pre poll or exit polls is the performance of their alliance in North TN and South TN (Especially Tenkasi/ Tirunelveli)  Edapadi has proved his experience in Politics, announcing the reservation for the Predominant communities just before the elections has worked for them.…  See more",2026-03-30T21:59:38.940454,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,58419b8b4396f8e5,False,,,positive,0.703,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,ADMK+ getting above 80 itself is a great achievement without JAYALALITHA!!,2026-03-30T21:59:38.941191,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,28c19573209e86a6,False,,,neutral,0.4144,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"Annamalai should remove the attitude of ""I"" and in Politics he needs ""We"" attitude.. …  See more",2026-03-30T21:59:38.940454,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,a3471cc6b130a2d1,False,,,positive,0.4061,0.4651,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,if they break Allies... Sure chance of winning is there for DMK without any campaign.,2026-03-30T21:59:38.938608,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,e7aea5ad5a903cee,False,,,negative,0.3617,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"BJP and ADMK,  if they break Allies... Sure chance of winning is there for DMK without any campaign.  Annamalai should remove the attitude of ""I"" and in Politics he needs ""We"" attitude.. …  See more",2026-03-30T21:59:38.935607,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
