platform,type,id,parent_id,url,author,title,text,like_count,reaction_count,view_count,retweet_count,reply_count,comment_count,source,timestamp,parties_mentioned,is_kongu_related,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,region
youtube,post,LYOGLAHgTFA,,https://www.youtube.com/watch?v=LYOGLAHgTFA,Malaimurasu Tv 24X7,'அறிக்கையை காப்பி அடிக்கும் ஈபிஎஸ்' - வெளுத்து வாங்கிய முத்துசாமி | EPS | ADMK | DMK | Erode,,,,224,,,,scrapy_youtube,2026-03-30T21:58:28.868696,"dmk,admk",True,negative,0.5199,1.3953,erode
youtube,post,5plKbwwPjy8,,https://www.youtube.com/watch?v=5plKbwwPjy8,Chanakyaa,Erode East எங்களுக்கு தான்! ADMK வேட்பாளர் அதிரடி | TN Elections 2026 | EPS | DMK | Stalin,,,,661,,,,scrapy_youtube,2026-03-30T21:58:28.868696,"dmk,admk",True,neutral,0.826,1.8605,erode
youtube,post,dcV67Ch8jtE,,https://www.youtube.com/watch?v=dcV67Ch8jtE,IBC Tamil,Karur & Erode-ல் யார் யாருக்கு வாய்ப்பு..? | DMK | ADMK | TVK | Kalam Kannum Vetpalargal | IBC Tamil,,,,14427,,,,scrapy_youtube,2026-03-30T21:58:28.868040,"dmk,admk,tvk",True,neutral,0.7242,1.3953,erode
youtube,post,OBBqsl_0RBg,,https://www.youtube.com/watch?v=OBBqsl_0RBg,Vikatan TV and Vikatan News,"Erode : ADMK, DMK, NTK, TVK யார் யாருக்கு சீட்டு? | TN Election 360 updates | Vikatan TV",,,,34616,,,,scrapy_youtube,2026-03-30T21:58:28.868040,"dmk,admk,tvk",True,neutral,0.8039,1.3953,erode
youtube,post,jEMAcAEO2WY,,https://www.youtube.com/watch?v=jEMAcAEO2WY,NewsTamil 24X7,Erode East | களத்தில் இணையாத திமுக-தேமுதிக.! ஆடியோக்களுடன் OPEN STATEMENT.! | DMK DMDK Alliance,,,,32241,,,,scrapy_youtube,2026-03-30T21:58:28.868040,"dmk,admk",True,neutral,0.6172,0.4651,erode
youtube,post,mZBRPHYO0q8,,https://www.youtube.com/watch?v=mZBRPHYO0q8,Thanthi TV,Erode | DMK | BJP | திமுகவை வென்ற  பாஜக - அந்த சின்ன வித்தியாசம்.. 2026ல் யார்?,,,,7965,,,,scrapy_youtube,2026-03-30T21:58:28.868040,"dmk,admk",True,neutral,0.7304,0.4651,erode
youtube,post,Xov5ayshipA,,https://www.youtube.com/watch?v=Xov5ayshipA,India Today,TVK Chief Vijay Calls DMK 'Evil Force' At Erode Rally; Ex-AIADMK Leader Sengottaiyan Joins Party,,,,10723,,,,scrapy_youtube,2026-03-30T21:58:28.868040,"dmk,admk,tvk",True,negative,0.6363,2.3256,erode
youtube,post,hzzHTs_YRhk,,https://www.youtube.com/watch?v=hzzHTs_YRhk,NewsTamil 24X7,DMK | Election Campaign | Minister | Erode | DMK starts election campaign with a bang,,,,9024,,,,scrapy_youtube,2026-03-30T21:58:28.867497,"dmk,admk",True,positive,0.4265,0.4651,erode
youtube,post,8a3td_y8928,,https://www.youtube.com/watch?v=8a3td_y8928,ABP Nadu,Erode East DMK Candidate | ஈரோடு கிழக்கு யாருக்கு?முட்டிமோதும் திமுகவினர் ரேஸில் முந்தும் கவுன்சிலர்,,,,4777,,,,scrapy_youtube,2026-03-30T21:58:28.867497,"dmk,admk",True,neutral,0.6391,0.4651,erode
youtube,post,GZuXXmGWjus,,https://www.youtube.com/watch?v=GZuXXmGWjus,PuthiyathalaimuraiTV,🔴LIVE | TVK Vijay Erode Meeting | TVK Vijay Campaign | Vijay Speech | Vijay Speech | | Sengottaiyan,,,,171417,,,,scrapy_youtube,2026-03-30T21:58:23.481317,tvk,True,neutral,0.745,0.9302,erode
youtube,post,RvDYyorr8OE,,https://www.youtube.com/watch?v=RvDYyorr8OE,NewsTamil 24X7,🔴LIVE : கொங்கு மண்ணில் விஜய்..களத்தில் செங்கோட்டையன்| TVK meeting Erode | K.A.Sengottaiyan,,,,20374,,,,scrapy_youtube,2026-03-30T21:58:23.481317,tvk,True,neutral,0.7282,0.9302,erode
youtube,post,a63yg9YxJ1A,,https://www.youtube.com/watch?v=a63yg9YxJ1A,NewsTamil 24X7,TVK Erode vijay meeting | கொங்கு மண்ணில் விஜய் | TVKVijay | TVKVijayCampaign,,,,3036,,,,scrapy_youtube,2026-03-30T21:58:23.481317,tvk,True,neutral,0.7135,1.3953,erode
youtube,post,l0aEmOM-tYM,,https://www.youtube.com/watch?v=l0aEmOM-tYM,Tamilnadu Now,செங்கோட்டையனுக்கு செக் வைத்த எடப்பாடி! | Election Now 2026  | Gobichettipalayam | TVK |ADMK,,,,14888,,,,scrapy_youtube,2026-03-30T21:58:23.481317,"dmk,admk,tvk",True,neutral,0.5505,1.3953,erode
youtube,post,4Ojay_XFtXA,,https://www.youtube.com/watch?v=4Ojay_XFtXA,Thanthi TV,🔴LIVE :TVK Vijay Erode Meeting | tvk vijay Campaign | sengottaiyan | N. Anand | Aadhav Arjuna,,,,32423,,,,scrapy_youtube,2026-03-30T21:58:23.481317,tvk,True,neutral,0.6521,0.9302,erode
twitter,post,2038646844847464612,,https://twitter.com/psnacetofficial/status/2038646844847464612,PSNACET psnacetofficial · 6h,,"We are excited to share that our II CSE–A students participated in the Paper Presentation event – E-HORYZON conducted at  Kongu  Engineering College, Erode, and delivered an impressive performance. With their innovative ideas, confident presentation, and strong teamwork",,,,,,,scrapy_twitter_auth,2026-03-30T21:58:52.030141,,True,positive,0.887,0.0,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-03-31T03:27:18.733123,"dmk,admk",True,neutral,0.7029,0.9302,erode
instagram,post,DM63RM3vYpw,,https://www.instagram.com/p/DM63RM3vYpw/,,,"33K likes, 343 comments - kongu_nadar_community on August 3, 2025: ""ஆடி 18❤️‍🔥 . . . . . .follow for more❤️‍🔥 . . . . . .#erode #vellode #kunalan  .#kongu #konguculture #kongunadu #tamil #kongutamil #trending #kongu #salem #salem #salem #tamilanda #kongunadarvamsam"".",,,,,,,scrapy_instagram,2026-03-30T21:59:55.442510,,True,neutral,0.4074,0.0,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-04-03T14:29:50.746540,"dmk,admk",True,neutral,0.7029,1.4286,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-04-03T14:43:01.293090,"dmk,admk",True,neutral,0.5,1.4286,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-04-04T00:59:03.683456,"dmk,admk",True,neutral,0.7029,1.3333,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-04-04T02:13:02.220695,"dmk,admk",True,neutral,0.7029,1.2174,erode
instagram,post,reels,,https://www.instagram.com/reels/,,,Instagram post about erode admk OR erode dmk,,,,,,,scrapling_instagram,2026-04-04T02:23:33.240879,"dmk,admk",True,neutral,0.7029,2.4137,erode
